Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
HDD,,Hitachi,HDP72505 500GB,475,42.1,228,https://hdd.userbenchmark.com/SpeedTest/5536/Hitachi-HDP72505
HDD,,Seagate,ST500LM0 ST500LM012 HN-M5 500GB,476,42.1,145,https://hdd.userbenchmark.com/SpeedTest/9065/ST500LM0-ST500LM012-HN-M5
HDD,,Toshiba,MK2556GSY 250GB,477,41.9,817,https://hdd.userbenchmark.com/SpeedTest/4588/TOSHIBA-MK2556GSY
HDD,WD7500AAKS,WD,Blue 750GB (2008),478,41.9,2692,https://hdd.userbenchmark.com/SpeedTest/2292/WDC-WD7500AAKS-00RBA0
HDD,WD15EADS,WD,Green 1.5TB (2009),479,41.9,9966,https://hdd.userbenchmark.com/SpeedTest/2529/WDC-WD15EADS-22P8B0
HDD,,Hitachi,HDT721032SLA 320GB,480,41.8,412,https://hdd.userbenchmark.com/SpeedTest/6947/Hitachi-HDT721032SLA
HDD,,Seagate,ST500LM012 HN-M500MBB 500GB,481,41.7,23736,https://hdd.userbenchmark.com/SpeedTest/2104/ST500LM012-HN-M500MBB
HDD,,Hitachi,HDT721016SLA380 160GB,482,41.7,1953,https://hdd.userbenchmark.com/SpeedTest/10627/Hitachi-HDT721016SLA380
HDD,,Toshiba,MK5061GSY 500GB,483,41.6,1445,https://hdd.userbenchmark.com/SpeedTest/2829/TOSHIBA-MK5061GSY
HDD,HDP725050GLA360,Hitachi,Deskstar P7K500 500GB,484,41.6,26368,https://hdd.userbenchmark.com/SpeedTest/745/Hitachi-HDP725050GLA360
HDD,,Seagate,ST500LM011 HM501II 500GB,485,41.6,83,https://hdd.userbenchmark.com/SpeedTest/12328/ST500LM011-HM501II
HDD,WD5000BPVX,WD,Blue 2.5" 500GB,486,41.6,651,https://hdd.userbenchmark.com/SpeedTest/14364/WDC-WD5000BPVX-00JC3T0
HDD,,Seagate,ST3250310AS 250GB,487,41.6,19867,https://hdd.userbenchmark.com/SpeedTest/205/ST3250310AS
HDD,,Toshiba,MQ01ABD064 640GB,488,41.5,306,https://hdd.userbenchmark.com/SpeedTest/8271/TOSHIBA-MQ01ABD064
HDD,ST250LT007,Seagate,Momentus Thin 7200 2.5" 250GB,489,41.4,826,https://hdd.userbenchmark.com/SpeedTest/5055/ST250LT007-9ZV14C
HDD,,Toshiba,MK5056GSY 500GB,490,41.3,1821,https://hdd.userbenchmark.com/SpeedTest/2645/TOSHIBA-MK5056GSY
HDD,,Seagate,ST3160318AS 160GB,491,41.2,8976,https://hdd.userbenchmark.com/SpeedTest/1676/ST3160318AS
HDD,,WD,WD8088AADS-00M2B0 809GB,492,41.1,447,https://hdd.userbenchmark.com/SpeedTest/10079/WDC-WD8088AADS-00M2B0
HDD,,Samsung,HM100UI 1TB,493,41,541,https://hdd.userbenchmark.com/SpeedTest/5426/SAMSUNG-HM100UI
HDD,,Toshiba,MK7559GSXP 750GB,494,41,2999,https://hdd.userbenchmark.com/SpeedTest/3733/TOSHIBA-MK7559GSXP
HDD,WD3200LPVT,WD,Blue 2.5" 320GB (2012),495,41,320,https://hdd.userbenchmark.com/SpeedTest/458/WDC-WD3200LPVT-22G33T0
HDD,,Toshiba,MQ01ABF032 320GB,496,40.9,3108,https://hdd.userbenchmark.com/SpeedTest/5425/TOSHIBA-MQ01ABF032
HDD,,Hitachi,HTS725050A9A364 500GB,497,40.9,4595,https://hdd.userbenchmark.com/SpeedTest/1690/Hitachi-HTS725050A9A364
HDD,WD5000AADS,WD,Green 500GB (2009),498,40.9,30306,https://hdd.userbenchmark.com/SpeedTest/1125/WDC-WD5000AADS-00S9B0
HDD,WD7500AADS,WD,Green 750GB (2009),499,40.8,3125,https://hdd.userbenchmark.com/SpeedTest/3726/WDC-WD7500AADS-00M2B0
HDD,WD3200BEKT,WD,Black 2.5" 320GB (2010),500,40.8,13727,https://hdd.userbenchmark.com/SpeedTest/35/WDC-WD3200BEKT-60V5T1
HDD,,Hitachi,HTS725025A9A364 250GB,501,40.6,1338,https://hdd.userbenchmark.com/SpeedTest/6783/Hitachi-HTS725025A9A364
HDD,ST500LT012,Seagate,Momentus Thin 5400.9 2.5" 500GB,502,40.5,86178,https://hdd.userbenchmark.com/SpeedTest/1080/ST500LT012-9WS142
HDD,,WD,WD10EAVS-00D7B1 1TB,503,40.4,17008,https://hdd.userbenchmark.com/SpeedTest/256/WDC-WD10EAVS-00D7B1
HDD,,Samsung,HD103UI 1TB,504,40.2,899,https://hdd.userbenchmark.com/SpeedTest/5608/SAMSUNG-HD103UI
HDD,,Hitachi,HTS545050A7E680 500GB,505,40.2,33707,https://hdd.userbenchmark.com/SpeedTest/2870/HGST-HTS545050A7E680
HDD,WD3200LPCX,WD,Blue 2.5" 320GB (2013),506,40.1,342,https://hdd.userbenchmark.com/SpeedTest/14140/WDC-WD3200LPCX-24C6HT0
HDD,,WD,WD10S21X-24R1BT0-SSHD-8GB 1TB,507,40.1,11281,https://hdd.userbenchmark.com/SpeedTest/12991/WDC-WD10S21X-24R1BT0-SSHD-8GB
HDD,,Samsung,HN-M500MBB 500GB,508,40.1,2254,https://hdd.userbenchmark.com/SpeedTest/4774/SAMSUNG-HN-M500MBB
HDD,,WD,WD10EVCS-63E0B0 1TB,509,40,215,https://hdd.userbenchmark.com/SpeedTest/1803/WDC-WD10EVCS-63E0B0
HDD,,,WL640GSA872 640GB,510,39.9,11,https://hdd.userbenchmark.com/SpeedTest/9895/WL640GSA872
HDD,HTS541075A9E680,HGST,Travelstar 5K1000 2.5" 750GB,511,39.9,13684,https://hdd.userbenchmark.com/SpeedTest/4988/HGST-HTS541075A9E680
HDD,,Seagate,ST640LM001 HN-M640MBB 640GB,512,39.8,615,https://hdd.userbenchmark.com/SpeedTest/2212/ST640LM001-HN-M640MBB
HDD,,WD,WD740ADFS-00SLR5 74GB,513,39.7,34,https://hdd.userbenchmark.com/SpeedTest/4376/WDC-WD740ADFS-00SLR5
HDD,,Hitachi,HTS725032A9A364 320GB,514,39.6,3958,https://hdd.userbenchmark.com/SpeedTest/3403/Hitachi-HTS725032A9A364
HDD,,WD,WD2500AVJS-63B6A0 250GB,515,39.6,954,https://hdd.userbenchmark.com/SpeedTest/11610/WDC-WD2500AVJS-63B6A0
HDD,,Samsung,HD251HJ 250GB,516,39.6,1762,https://hdd.userbenchmark.com/SpeedTest/615/SAMSUNG-HD251HJ
HDD,,Hitachi,HTS723232A7A364 320GB,517,39.6,7066,https://hdd.userbenchmark.com/SpeedTest/2190/HITACHI-HTS723232A7A364
HDD,,Excelstor,Technology J9250S 250GB,518,39.5,940,https://hdd.userbenchmark.com/SpeedTest/5045/ExcelStor-Technology-J9250S
HDD,,Seagate,ST750LM022 HN-M750MBB 750GB,519,39.4,17883,https://hdd.userbenchmark.com/SpeedTest/434/ST750LM022-HN-M750MBB
HDD,,Seagate,ST3250310CS 250GB,520,39.4,1723,https://hdd.userbenchmark.com/SpeedTest/7048/ST3250310CS
HDD,,Hitachi,HDP725050GLA 500GB,521,39.4,831,https://hdd.userbenchmark.com/SpeedTest/4070/Hitachi-HDP725050GLA
HDD,WD2500AAJS,WD,Blue 250GB (2007),522,39.4,20497,https://hdd.userbenchmark.com/SpeedTest/1491/WDC-WD2500AAJS-22L7A0
HDD,,WD,WD740ADFD-00NLR1 74GB,523,39.3,805,https://hdd.userbenchmark.com/SpeedTest/3613/WDC-WD740ADFD-00NLR1
HDD,,WD,WD1500ADFD-00NLR1 150GB,524,39.3,1405,https://hdd.userbenchmark.com/SpeedTest/1836/WDC-WD1500ADFD-00NLR1
HDD,,WD,WD6400AACS-00G8B1 640GB,525,39.3,4265,https://hdd.userbenchmark.com/SpeedTest/2285/WDC-WD6400AACS-00G8B1
HDD,,Toshiba,MK3265GSX H 320GB,526,39.3,530,https://hdd.userbenchmark.com/SpeedTest/6469/TOSHIBA-MK3265GSX-H
HDD,,WD,WD5000AVDS-63U7B1 500GB,527,39.1,8487,https://hdd.userbenchmark.com/SpeedTest/3450/WDC-WD5000AVDS-63U7B1
HDD,,Toshiba,MK2561GSYN 250GB,528,39,1276,https://hdd.userbenchmark.com/SpeedTest/3299/TOSHIBA-MK2561GSYN
HDD,HDP725025GLA380,Hitachi,Deskstar P7K500 250GB,529,39,5908,https://hdd.userbenchmark.com/SpeedTest/372/Hitachi-HDP725025GLA380
HDD,,WD,WD5000ABYS-01TNA0 500GB,530,39,819,https://hdd.userbenchmark.com/SpeedTest/5181/WDC-WD5000ABYS-01TNA0
HDD,,WD,WD1600ADFS-60SLR2 160GB,531,39,228,https://hdd.userbenchmark.com/SpeedTest/10871/WDC-WD1600ADFS-60SLR2
HDD,,Toshiba,MQ01ABD032 320GB,532,38.9,4604,https://hdd.userbenchmark.com/SpeedTest/3087/TOSHIBA-MQ01ABD032
HDD,,Samsung,HN-M750MBB 750GB,533,38.9,700,https://hdd.userbenchmark.com/SpeedTest/121/SAMSUNG-HN-M750MBB
HDD,WD1600AAJS,WD,Blue 160GB (2007),534,38.9,30060,https://hdd.userbenchmark.com/SpeedTest/1801/WDC-WD1600AAJS-00YZCA0
HDD,,Samsung,HN-M101M 1TB,535,38.7,23,https://hdd.userbenchmark.com/SpeedTest/5762/SAMSUNG-HN-M101M
HDD,,Hitachi,HTS54757 750GB,536,38.7,206,https://hdd.userbenchmark.com/SpeedTest/6112/Hitachi-HTS54757
HDD,,WD,WD10EACS-00ZJB0 1TB,537,38.6,14539,https://hdd.userbenchmark.com/SpeedTest/1758/WDC-WD10EACS-00ZJB0
HDD,,Hitachi,HUA721010KLA330 1TB,538,38.6,5436,https://hdd.userbenchmark.com/SpeedTest/3043/Hitachi-HUA721010KLA330
HDD,WD3200LPVX,WD,Blue 2.5" 320GB,539,38.6,2874,https://hdd.userbenchmark.com/SpeedTest/3840/WDC-WD3200LPVX-75V0TT0
HDD,,Toshiba,MK7575GSX 750GB,540,38.5,3866,https://hdd.userbenchmark.com/SpeedTest/2614/TOSHIBA-MK7575GSX
HDD,,WD,WD1500AHFD-00RAR5 150GB,541,38.5,704,https://hdd.userbenchmark.com/SpeedTest/1770/WDC-WD1500AHFD-00RAR5
HDD,WD7500BPVT,WD,Blue 2.5" 750GB (2010),542,38.4,19099,https://hdd.userbenchmark.com/SpeedTest/160/WDC-WD7500BPVT-24HXZT3
HDD,,Maxtor,ST3320630NS 324GB,543,38.3,40,https://hdd.userbenchmark.com/SpeedTest/9541/Maxtor--ST3320630NS
HDD,,Seagate,ST9250410AS 250GB,544,38.2,5048,https://hdd.userbenchmark.com/SpeedTest/525/ST9250410AS
HDD,,Hitachi,HDS721010KLA330 1TB,545,38.2,5744,https://hdd.userbenchmark.com/SpeedTest/2888/Hitachi-HDS721010KLA330
HDD,,Hitachi,HDP725050GLAT80 500GB,546,38.1,106,https://hdd.userbenchmark.com/SpeedTest/2621/Hitachi-HDP725050GLAT80
HDD,,WD,WD6400AAVS-00G9B1 640GB,547,38.1,1628,https://hdd.userbenchmark.com/SpeedTest/3045/WDC-WD6400AAVS-00G9B1
HDD,,Toshiba,MK1059GSM 1TB,548,37.8,2667,https://hdd.userbenchmark.com/SpeedTest/1480/TOSHIBA-MK1059GSM
HDD,,Seagate,ST3320310CS 320GB,549,37.8,2530,https://hdd.userbenchmark.com/SpeedTest/10402/ST3320310CS
HDD,HTS547575A9E384,Hitachi,Travelstar 5K750 750GB,550,37.7,22203,https://hdd.userbenchmark.com/SpeedTest/1367/Hitachi-HTS547575A9E384
HDD,,Seagate,ST9320421AS 320GB,551,37.7,671,https://hdd.userbenchmark.com/SpeedTest/6523/ST9320421AS
HDD,,Toshiba,MK6459GSX 640GB,552,37.6,154,https://hdd.userbenchmark.com/SpeedTest/1212/TOSHIBA-MK6459GSX
HDD,,WD,WD5000AVVS-63H0B1 500GB,553,37.5,5293,https://hdd.userbenchmark.com/SpeedTest/2986/WDC-WD5000AVVS-63H0B1
HDD,,Hitachi,HDS721075KLA330 750GB,554,37.3,2333,https://hdd.userbenchmark.com/SpeedTest/1370/Hitachi-HDS721075KLA330
HDD,,WD,WD10TPVT-00H 1TB,555,37.3,735,https://hdd.userbenchmark.com/SpeedTest/6175/WDC-WD10TPVT-00H
HDD,,Hitachi,HTS54505 500GB,556,37.3,381,https://hdd.userbenchmark.com/SpeedTest/1400/Hitachi-HTS54505
HDD,,Seagate,ST640LM000 HM641JI 640GB,557,37.3,906,https://hdd.userbenchmark.com/SpeedTest/9709/ST640LM000-HM641JI
HDD,,Samsung,HD200HJ 200GB,558,37.2,1551,https://hdd.userbenchmark.com/SpeedTest/1948/SAMSUNG-HD200HJ
HDD,,Seagate,ST9250421ASG 250GB,559,37,197,https://hdd.userbenchmark.com/SpeedTest/6246/ST9250421ASG
HDD,WD5000AAJS,WD,Blue 500GB (2007),560,37,5960,https://hdd.userbenchmark.com/SpeedTest/610/WDC-WD5000AAJS-00YFA0
HDD,,Toshiba,MK6476GSXN 640GB,561,37,384,https://hdd.userbenchmark.com/SpeedTest/6224/TOSHIBA-MK6476GSXN
HDD,,Hitachi,HDT721025SLA380 250GB,562,37,1164,https://hdd.userbenchmark.com/SpeedTest/2907/Hitachi-HDT721025SLA380
HDD,,WD,WD3200BJKT-00F4T0 320GB,563,36.9,427,https://hdd.userbenchmark.com/SpeedTest/6337/WDC-WD3200BJKT-00F4T0
HDD,,Seagate,ST9320423AS 320GB,564,36.9,7011,https://hdd.userbenchmark.com/SpeedTest/131/ST9320423AS
HDD,WD2500BEKT,WD,Black 2.5" 250GB (2010),565,36.7,5125,https://hdd.userbenchmark.com/SpeedTest/4008/WDC-WD2500BEKT-00PVM
HDD,,Seagate,ST9320423ASG 320GB,566,36.7,203,https://hdd.userbenchmark.com/SpeedTest/7583/ST9320423ASG
HDD,,WD,WD5001ABYS-01YNA0 500GB,567,36.6,611,https://hdd.userbenchmark.com/SpeedTest/5765/WDC-WD5001ABYS-01YNA0
HDD,,WD,WD800ADFS-75SLR2 80GB,568,36.6,210,https://hdd.userbenchmark.com/SpeedTest/268/WDC-WD800ADFS-75SLR2
HDD,,Seagate,ST1000LM010-9YH146 1TB,569,36.3,1452,https://hdd.userbenchmark.com/SpeedTest/4168/ST1000LM010-9YH146
HDD,,WD,WD1600BJKT-75F4T0 160GB,570,36.3,580,https://hdd.userbenchmark.com/SpeedTest/5905/WDC-WD1600BJKT-75F4T0
HDD,,Seagate,ST9320421ASG 320GB,571,36.2,208,https://hdd.userbenchmark.com/SpeedTest/10280/ST9320421ASG
HDD,,Seagate,ST1000LM002-9VQ14L 1TB,572,36.2,182,https://hdd.userbenchmark.com/SpeedTest/9979/ST1000LM002-9VQ14L
HDD,,Seagate,ST9750423AS 750GB,573,36.2,2047,https://hdd.userbenchmark.com/SpeedTest/935/ST9750423AS
HDD,,Toshiba,MK3256GSY 320GB,574,36.2,989,https://hdd.userbenchmark.com/SpeedTest/5782/TOSHIBA-MK3256GSY
HDD,,Samsung,HM501II 500GB,575,36.1,622,https://hdd.userbenchmark.com/SpeedTest/8100/SAMSUNG-HM501II
HDD,WD1600BPVT,WD,Blue 2.5" 160GB (2010),576,36.1,171,https://hdd.userbenchmark.com/SpeedTest/4951/WDC-WD1600BPVT-22ZEST0
HDD,,WD,WD1000FYPS-01ZKB0 1TB,577,35.9,922,https://hdd.userbenchmark.com/SpeedTest/9121/WDC-WD1000FYPS-01ZKB0
HDD,,Hitachi,HDS721032CLA362 320GB,578,35.9,6022,https://hdd.userbenchmark.com/SpeedTest/3419/Hitachi-HDS721032CLA362
HDD,,Seagate,ST3250820NS 250GB,579,35.8,147,https://hdd.userbenchmark.com/SpeedTest/11777/ST3250820NS
HDD,,Toshiba,MK1665GSX 160GB,580,35.8,647,https://hdd.userbenchmark.com/SpeedTest/9119/TOSHIBA-MK1665GSX
HDD,,Maxtor,STM3500630AS 500GB,581,35.8,1228,https://hdd.userbenchmark.com/SpeedTest/1780/MAXTOR-STM3500630AS
HDD,HDP725032GLA360,Hitachi,Deskstar P7K500 320GB,582,35.8,3470,https://hdd.userbenchmark.com/SpeedTest/3494/Hitachi-HDP725032GLA360
HDD,,Seagate,ST9160411ASG 160GB,583,35.7,536,https://hdd.userbenchmark.com/SpeedTest/1633/ST9160411ASG
HDD,,WD,WD7500AACS-00D6B0 750GB,584,35.7,2949,https://hdd.userbenchmark.com/SpeedTest/3233/WDC-WD7500AACS-00D6B0
HDD,,Seagate,ST3320620NS 320GB,585,35.6,637,https://hdd.userbenchmark.com/SpeedTest/5481/ST3320620NS
HDD,,Seagate,ST3500830AS 500GB,586,35.6,4142,https://hdd.userbenchmark.com/SpeedTest/3724/ST3500830AS
HDD,,,GB0500C4413 500GB,587,35.6,264,https://hdd.userbenchmark.com/SpeedTest/1828/GB0500C4413
HDD,HDP725040GLA360,Hitachi,Deskstar P7K500 400GB,588,35.6,418,https://hdd.userbenchmark.com/SpeedTest/5788/Hitachi-HDP725040GLA360
HDD,,Maxtor,STM3320620AS 320GB,589,35.6,1223,https://hdd.userbenchmark.com/SpeedTest/3702/MAXTOR-STM3320620AS
HDD,WD5000BPVT,WD,Blue 2.5" 500GB (2010),590,35.6,18226,https://hdd.userbenchmark.com/SpeedTest/2839/WDC-WD5000BPVT-75HXZT3
HDD,,Toshiba,MK6465GSXN 640GB,591,35.4,917,https://hdd.userbenchmark.com/SpeedTest/1267/TOSHIBA-MK6465GSXN
HDD,,WD,WD1600AVJS-63SWA0 160GB,592,35.4,749,https://hdd.userbenchmark.com/SpeedTest/2491/WDC-WD1600AVJS-63SWA0
HDD,,Samsung,HM641JI 640GB,593,35.3,6112,https://hdd.userbenchmark.com/SpeedTest/2867/SAMSUNG-HM641JI
HDD,WD4000AAKS,WD,Blue 400GB (2008),594,35.3,989,https://hdd.userbenchmark.com/SpeedTest/3883/WDC-WD4000AAKS-00YGA0
HDD,,WD,WD5000AAVS-00ZTB0 500GB,595,35.2,7158,https://hdd.userbenchmark.com/SpeedTest/947/WDC-WD5000AAVS-00ZTB0
HDD,,Toshiba,MK6465GSX 640GB,596,35.2,2528,https://hdd.userbenchmark.com/SpeedTest/994/TOSHIBA-MK6465GSX
HDD,,WD,WD5000AACS-00ZUB0 500GB,597,35.2,12270,https://hdd.userbenchmark.com/SpeedTest/1623/WDC-WD5000AACS-00ZUB0
HDD,,Seagate,ST9640320AS 640GB,598,35.2,3094,https://hdd.userbenchmark.com/SpeedTest/492/ST9640320AS
HDD,,WD,WD3201ABYS-01B9A0 320GB,599,35.1,268,https://hdd.userbenchmark.com/SpeedTest/6707/WDC-WD3201ABYS-01B9A0
HDD,,Seagate,ST3300620AS 300GB,600,35.1,321,https://hdd.userbenchmark.com/SpeedTest/6252/ST3300620AS
HDD,,WD,WD1601ABYS-01C0A0 165GB,601,35.1,182,https://hdd.userbenchmark.com/SpeedTest/6509/WDC-WD1601ABYS-01C0A0
HDD,,Hitachi,Touro Mobile 3.0 1TB,602,35,564,https://hdd.userbenchmark.com/SpeedTest/3230/HGST-Touro-Mobile-30
HDD,,Seagate,ST3320820AS 320GB,603,35,8517,https://hdd.userbenchmark.com/SpeedTest/1469/ST3320820AS
HDD,,Samsung,HM251HI 250GB,604,35,485,https://hdd.userbenchmark.com/SpeedTest/6909/SAMSUNG-HM251HI
HDD,,Seagate,ST3500630AS 500GB,605,35,17663,https://hdd.userbenchmark.com/SpeedTest/20/ST3500630AS
HDD,,Seagate,ST3360320AS 360GB,606,34.9,3760,https://hdd.userbenchmark.com/SpeedTest/1850/ST3360320AS
HDD,,Maxtor,STM3320820AS 320GB,607,34.8,2512,https://hdd.userbenchmark.com/SpeedTest/1541/MAXTOR-STM3320820AS
HDD,,Seagate,ST3250620NS 250GB,608,34.8,966,https://hdd.userbenchmark.com/SpeedTest/3394/ST3250620NS
HDD,,Seagate,ST9640423AS 640GB,609,34.8,820,https://hdd.userbenchmark.com/SpeedTest/1709/ST9640423AS
HDD,,Hitachi,HTS547564A9E384 640GB,610,34.6,7470,https://hdd.userbenchmark.com/SpeedTest/953/Hitachi-HTS547564A9E384
HDD,,Hitachi,HTS723232L9SA60 320GB,611,34.6,256,https://hdd.userbenchmark.com/SpeedTest/6838/HITACHI-HTS723232L9SA60
HDD,,Seagate,ST3400820AS 400GB,612,34.5,552,https://hdd.userbenchmark.com/SpeedTest/3144/ST3400820AS
HDD,WD4000AAJS,WD,Blue 400GB (2007),613,34.5,1091,https://hdd.userbenchmark.com/SpeedTest/1532/WDC-WD4000AAJS-00YFA0
HDD,,Seagate,ST3250820AS 250GB,614,34.5,9006,https://hdd.userbenchmark.com/SpeedTest/1655/ST3250820AS
HDD,,Seagate,ST3250620AS 250GB,615,34.4,3823,https://hdd.userbenchmark.com/SpeedTest/2769/ST3250620AS
HDD,,Seagate,ST9160412ASG 160GB,616,34.4,441,https://hdd.userbenchmark.com/SpeedTest/4331/ST9160412ASG
HDD,WD800AAJS,WD,Blue 80GB (2007),617,34.4,1870,https://hdd.userbenchmark.com/SpeedTest/1866/WDC-WD800AAJS-60B4A0
HDD,,Maxtor,STM3250820AS 250GB,618,34.4,1491,https://hdd.userbenchmark.com/SpeedTest/1310/MAXTOR-STM3250820AS
HDD,,Hitachi,HCS545050GLA380 500GB,619,34.4,200,https://hdd.userbenchmark.com/SpeedTest/2081/Hitachi-HCS545050GLA380
HDD,,Seagate,ST3750640NS 750GB,620,34.4,5292,https://hdd.userbenchmark.com/SpeedTest/4285/ST3750640NS
HDD,,Seagate,ST3300820SCE 300GB,621,34.4,432,https://hdd.userbenchmark.com/SpeedTest/1944/ST3300820SCE
HDD,,WD,WD7500AYPS-01ZKB0 750GB,622,34.3,120,https://hdd.userbenchmark.com/SpeedTest/7309/WDC-WD7500AYPS-01ZKB0
HDD,,Seagate,ST3750840AS 750GB,623,34.3,504,https://hdd.userbenchmark.com/SpeedTest/3075/ST3750840AS
HDD,,Maxtor,STM3320620AS 320GB,624,34.3,10,https://hdd.userbenchmark.com/SpeedTest/7871/MAXTOR--STM3320620AS
HDD,,Seagate,ST3750640AS 750GB,625,34.3,4727,https://hdd.userbenchmark.com/SpeedTest/1206/ST3750640AS
HDD,HD501LJ,Samsung,Spinpoint T166 500GB,626,34.3,25528,https://hdd.userbenchmark.com/SpeedTest/946/SAMSUNG-HD501LJ
HDD,,Samsung,HM321HI 320GB,627,34.2,5807,https://hdd.userbenchmark.com/SpeedTest/2705/SAMSUNG-HM321HI
HDD,,Toshiba,MK6475GS 640GB,628,34.2,53,https://hdd.userbenchmark.com/SpeedTest/3610/TOSHIBA-MK6475GS
HDD,,Samsung,HD321KJ 320GB,629,34.1,10266,https://hdd.userbenchmark.com/SpeedTest/1934/SAMSUNG-HD321KJ
HDD,WD1600BEKT,WD,Black 2.5" 160GB (2010),630,34.1,1395,https://hdd.userbenchmark.com/SpeedTest/2369/WDC-WD1600BEKT-60V5T1
HDD,,Toshiba,MK3265GSX 320GB,631,34.1,2944,https://hdd.userbenchmark.com/SpeedTest/382/TOSHIBA-MK3265GSX
HDD,,Maxtor,S TM3320820AS 320GB,632,34.1,191,https://hdd.userbenchmark.com/SpeedTest/2573/MAXTOR-S-TM3320820AS
HDD,,Hitachi,HCC547550A9E380 500GB,633,34,350,https://hdd.userbenchmark.com/SpeedTest/8947/Hitachi-HCC547550A9E380
HDD,WD6400BPVT,WD,Blue 2.5" 640GB (2010),634,34,6566,https://hdd.userbenchmark.com/SpeedTest/799/WDC-WD6400BPVT-80HXZT1
HDD,,Hitachi,HCS5C3232SLA380 320GB,635,34,484,https://hdd.userbenchmark.com/SpeedTest/8115/Hitachi-HCS5C3232SLA380
HDD,,Seagate,ST3400620NS 400GB,636,34,451,https://hdd.userbenchmark.com/SpeedTest/9788/ST3400620NS
HDD,,Toshiba,MK1059GSMP 1TB,637,33.9,1366,https://hdd.userbenchmark.com/SpeedTest/604/TOSHIBA-MK1059GSMP
HDD,,Seagate,ST3500630NS 500GB,638,33.9,2196,https://hdd.userbenchmark.com/SpeedTest/1456/ST3500630NS
HDD,,Samsung,HD320KJ 320GB,639,33.9,2107,https://hdd.userbenchmark.com/SpeedTest/4162/SAMSUNG-HD320KJ
HDD,,Hitachi,HTS543216A7A384 160GB,640,33.9,436,https://hdd.userbenchmark.com/SpeedTest/6327/Hitachi-HTS543216A7A384
HDD,,Samsung,HM500JI 500GB,641,33.9,5154,https://hdd.userbenchmark.com/SpeedTest/1276/SAMSUNG-HM500JI
HDD,ST3320620AS,Seagate,Barracuda 7200.10 320GB,642,33.8,22018,https://hdd.userbenchmark.com/SpeedTest/257/ST3320620AS
HDD,,Seagate,ST3400620AS 400GB,643,33.7,1732,https://hdd.userbenchmark.com/SpeedTest/5340/ST3400620AS
HDD,,Excelstor,Technology V8160 165GB,644,33.6,21,https://hdd.userbenchmark.com/SpeedTest/6697/ExcelStor-Technology-V8160
HDD,,Samsung,HM250HI 250GB,645,33.4,2628,https://hdd.userbenchmark.com/SpeedTest/2355/SAMSUNG-HM250HI
HDD,,Fujitsu,MJA2250BH G2 250GB,646,33.4,625,https://hdd.userbenchmark.com/SpeedTest/4346/FUJITSU-MJA2250BH-G2
HDD,,Fujitsu,MJA2500BH G2 500GB,647,33.2,979,https://hdd.userbenchmark.com/SpeedTest/7426/FUJITSU-MJA2500BH-G2
HDD,,Hitachi,HTS545032B9SA02 320GB,648,33.2,272,https://hdd.userbenchmark.com/SpeedTest/11306/Hitachi-HTS545032B9SA02
HDD,,Seagate,ST320LM001 HN-M320MBB 320GB,649,33.2,2833,https://hdd.userbenchmark.com/SpeedTest/5867/ST320LM001-HN-M320MBB
HDD,,WD,WD5000YS-18MPB1 500GB,650,33.1,706,https://hdd.userbenchmark.com/SpeedTest/12608/WDC-WD5000YS-18MPB1
HDD,,Samsung,HM400JI 400GB,651,33.1,115,https://hdd.userbenchmark.com/SpeedTest/10816/SAMSUNG-HM400JI
HDD,,WD,WD5000AAKB-00H8A0 500GB,652,33,801,https://hdd.userbenchmark.com/SpeedTest/4691/WDC-WD5000AAKB-00H8A0
HDD,,Seagate,ST3320820SCE 320GB,653,33,635,https://hdd.userbenchmark.com/SpeedTest/7203/ST3320820SCE
HDD,,WD,WD740GD-00FLA2 74GB,654,33,955,https://hdd.userbenchmark.com/SpeedTest/3765/WDC-WD740GD-00FLA2
HDD,,Samsung,HD081GJ 80GB,655,32.9,619,https://hdd.userbenchmark.com/SpeedTest/4836/SAMSUNG-HD081GJ
HDD,,Hitachi,HDT725050VLA360 500GB,656,32.9,2079,https://hdd.userbenchmark.com/SpeedTest/1926/Hitachi-HDT725050VLA360
HDD,ST320LT012,Seagate,Momentus Thin 5400.9 2.5" 320GB,657,32.8,3871,https://hdd.userbenchmark.com/SpeedTest/3598/ST320LT012-9WS14C
HDD,,Toshiba,MK6476GSX 640GB,658,32.8,2352,https://hdd.userbenchmark.com/SpeedTest/795/TOSHIBA-MK6476GSX
HDD,WD6400BEVT,WD,Blue 2.5" 640GB (2009),659,32.7,2793,https://hdd.userbenchmark.com/SpeedTest/503/WDC-WD6400BEVT-22A0RT0
HDD,,WD,WD5000KS-00MNB0 500GB,660,32.7,772,https://hdd.userbenchmark.com/SpeedTest/2813/WDC-WD5000KS-00MNB0
HDD,,Hitachi,HTS54755 500GB,661,32.7,129,https://hdd.userbenchmark.com/SpeedTest/1555/Hitachi-HTS54755
HDD,,Hitachi,HDT725050VLA380 500GB,662,32.6,769,https://hdd.userbenchmark.com/SpeedTest/2605/Hitachi-HDT725050VLA380
HDD,,Toshiba,MK3276GSX 320GB,663,32.6,2638,https://hdd.userbenchmark.com/SpeedTest/7284/TOSHIBA-MK3276GSX
HDD,,Hitachi,HTS723216L9A360 160GB,664,32.5,412,https://hdd.userbenchmark.com/SpeedTest/5339/Hitachi-HTS723216L9A360
